name_a,type_a,name_b,type_b,similarity
dos/ddos 攻擊,attack,stuxnet 攻擊,attack,0.8273828625679016
實體安全威脅,attack,威脅,attack,0.8272514343261719
分散式阻斷服務攻擊,attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8271860480308533
資料篡改攻擊,attack,sql資料隱碼攻擊,attack,0.827006459236145
勒索軟體,attack,勒索病毒,attack,0.8266996145248413
資料干擾攻擊,attack,竊聽攻擊,attack,0.8262760639190674
駭客侵入銀行資料庫,attack,駭客入侵,attack,0.825765073299408
udp 泛洪攻擊,attack,tcp syn flood 攻擊,attack,0.8257516622543335
憑證填充攻擊,attack,金鑰竊取攻擊,attack,0.8251926898956299
內部授權人員威脅,attack,威脅,attack,0.8249109983444214
監聽攻擊,attack,資料干擾攻擊,attack,0.8245766758918762
基於密碼的攻擊,attack,金鑰竊取攻擊,attack,0.824370801448822
阻斷服務攻擊 (dos),attack,分散式阻斷服務 (ddos),attack,0.8240112662315369
ddos 攻擊,attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8239501714706421
重送攻擊 (replay attack),attack,重播攻擊,attack,0.8237639665603638
實體攻擊,attack,注入攻擊,attack,0.8237287402153015
攻擊手段,attack,釣魚式攻擊,attack,0.8234124183654785
詐欺攻擊,attack,跨站請求偽造攻擊,attack,0.8234054446220398
dos/ddos 攻擊,attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8233243227005005
資通安全事件,attack,電腦系統入侵事件,attack,0.8232696056365967
電腦犯罪,attack,電腦安全事件,attack,0.8227943181991577
勒索軟體攻擊,attack,詐欺攻擊,attack,0.8226807713508606
資通安全事件,attack,異常存取資安事件,attack,0.822542130947113
入侵企圖,attack,駭客入侵,attack,0.8222905993461609
帳號盜用,attack,身份竊盜,attack,0.8221193552017212
垃圾郵件,attack,冒名郵件,attack,0.8220349550247192
身份盜竊,attack,竊取,attack,0.8219649195671082
各種攻擊,attack,釣魚式攻擊,attack,0.8216609358787537
盜竊,attack,竊聽,attack,0.821422278881073
洩漏帳號密碼,attack,秘密金鑰洩露,attack,0.8213537931442261
憑證填充攻擊,attack,資料干擾攻擊,attack,0.8212632536888123
入侵企圖,attack,入侵事件,attack,0.8211703896522522
恐嚇軟體,attack,勒索軟體,attack,0.8211456537246704
ddos 攻擊,attack,api 攻擊,attack,0.8210018277168274
分散式阻斷服務攻擊,attack,分散式攻擊,attack,0.820909857749939
經濟犯罪,attack,網路犯罪,attack,0.8208058476448059
合法攻擊,attack,暴力攻擊,attack,0.8203481435775757
加密劫持,attack,tcp/ip 劫持,attack,0.8198601007461548
rootkit,attack,bootkit,attack,0.8194451332092285
釣魚式攻擊,attack,暴力攻擊,attack,0.8193283677101135
泛洪攻擊,attack,監聽攻擊,attack,0.8192910552024841
監聽攻擊,attack,數位攻擊,attack,0.8192402124404907
各種攻擊,attack,暴力攻擊,attack,0.8191057443618774
未授權行為,attack,未經授權之發佈,attack,0.8187515735626221
憑證填充攻擊,attack,詐欺攻擊,attack,0.8186950087547302
攻擊行為,attack,smurf 攻擊,attack,0.8186794519424438
帳號盜用,attack,盜竊,attack,0.8183019161224365
實體攻擊,attack,監聽攻擊,attack,0.8182227611541748
憑證填充攻擊,attack,udp 封包攻擊,attack,0.8181679844856262
權限提升攻擊,attack,進階攻擊,attack,0.817964494228363
ping of death 攻擊,attack,死亡偵測攻擊,attack,0.8178079128265381
病毒程式,attack,惡意程式,attack,0.817768931388855
詐騙郵件,attack,病毒郵件,attack,0.8175390958786011
偽裝攻擊,attack,實體攻擊,attack,0.8174064755439758
資訊安全威脅,attack,資訊安全事故,attack,0.8173561096191406
黑洞攻擊,attack,攻擊事件,attack,0.8173306584358215
加密劫持,attack,連線劫持,attack,0.8171477317810059
sql injection 攻擊,attack,api 攻擊,attack,0.8171090483665466
外部入侵,attack,入侵事件,attack,0.8170796632766724
緩衝區溢位攻擊,attack,緩衝區溢位,attack,0.8167086839675903
數位攻擊,attack,竊聽攻擊,attack,0.8166731595993042
惡意入侵事件,attack,入侵,attack,0.8165847659111023
郵件釣魚攻擊,attack,網路釣魚郵件,attack,0.8164517879486084
分散式阻斷服務 (ddos),attack,ddos,attack,0.816321611404419
入侵行為,attack,惡意入侵事件,attack,0.8162713050842285
入侵行為,attack,入侵威脅,attack,0.816157341003418
堆疊溢位,attack,緩衝區溢位,attack,0.8159213066101074
病毒程式,attack,wannacry勒索病毒,attack,0.8159135580062866
攻擊手段,attack,進階攻擊,attack,0.8158873319625854
釣魚網頁,attack,魚叉式網路釣魚,attack,0.8158437013626099
偽裝攻擊,attack,惡意攻擊,attack,0.8158242702484131
實體安全威脅,attack,破解實體安全攻擊,attack,0.8158190846443176
攻擊行為,attack,攻擊事件,attack,0.8156845569610596
ddos 攻擊,attack,ddos,attack,0.8156796097755432
重送攻擊,attack,進階攻擊,attack,0.8155228495597839
盜竊,attack,加密劫持,attack,0.8154848217964172
跨網站腳本攻擊,attack,web 攻擊手法,attack,0.8153852224349976
緩衝區溢位攻擊,attack,泛洪攻擊,attack,0.8153376579284668
勒索程式,attack,惡意程式,attack,0.8151137828826904
憑證填充攻擊,attack,數位攻擊,attack,0.8150817155838013
泛洪攻擊,attack,暴力攻擊,attack,0.815060019493103
監聽攻擊,attack,跨站指令碼攻擊,attack,0.8150215744972229
中間人攻擊,attack,暴力攻擊,attack,0.8150194883346558
惡意入侵事件,attack,事件,attack,0.8150096535682678
散布電腦病毒,attack,勒索病毒,attack,0.8149929642677307
阻絕服務攻擊 (dos),attack,分散式阻斷服務 (ddos),attack,0.8149803876876831
惡意軟體攻擊,attack,駭客入侵,attack,0.8149558305740356
smurf attack,attack,暴力攻擊,attack,0.8149046897888184
泛洪攻擊,attack,黑洞攻擊,attack,0.8145852088928223
病毒郵件,attack,病毒,attack,0.8142813444137573
釣魚攻擊,attack,釣魚攻擊（phishing）,attack,0.8141889572143555
攻擊方法,attack,弱點利用攻擊,attack,0.8140357732772827
攻擊手段,attack,弱點利用攻擊,attack,0.813166618347168
實體攻擊,attack,應用程式攻擊,attack,0.8130298256874084
基於密碼的攻擊,attack,api 攻擊,attack,0.8129362463951111
xss 攻擊,attack,xml外部實體攻擊 (xxe),attack,0.812792956829071
事件,attack,攻擊事件,attack,0.8125123381614685
電腦安全事件,attack,駭客入侵,attack,0.8121220469474792
秘密金鑰洩露,attack,資料洩漏,attack,0.8119276165962219
各種攻擊,attack,弱點利用攻擊,attack,0.8114869594573975
電腦系統入侵事件,attack,資訊安全事故,attack,0.8114205002784729
資料篡改攻擊,attack,數位攻擊,attack,0.8113592863082886
各種攻擊,attack,進階攻擊,attack,0.8112961649894714
外部攻擊,attack,應用程式攻擊,attack,0.8111745715141296
跨網站腳本攻擊,attack,跨站請求偽造攻擊（csrf）,attack,0.8108940124511719
實體攻擊,attack,竊聽攻擊,attack,0.8107942938804626
彩虹攻擊,attack,泛洪攻擊,attack,0.8107016086578369
詐騙,attack,網路冒名交易,attack,0.8106760382652283
身份盜竊,attack,盜用帳號及密碼,attack,0.8106681704521179
基於密碼的攻擊,attack,stuxnet 攻擊,attack,0.8105401396751404
未經授權存取,attack,未授權行為,attack,0.81052166223526
攻擊方法,attack,進階攻擊,attack,0.8099967837333679
憑證填充攻擊,attack,資料篡改攻擊,attack,0.8099344968795776
憑證填充攻擊,attack,ic卡攻擊,attack,0.809872031211853
外部人員威脅,attack,潛在威脅,attack,0.8096490502357483
網路攻擊手法,attack,其他攻擊方式,attack,0.8093901872634888
跨網站腳本攻擊,attack,http 封包攻擊,attack,0.8092132806777954
惡意攻擊,attack,詐欺攻擊,attack,0.8090697526931763
dos/ddos 攻擊,attack,api 攻擊,attack,0.8090201616287231
跨站指令碼攻擊,attack,竊聽攻擊,attack,0.8089900612831116
ddos,attack,分散式阻斷服務攻擊 (ddos),attack,0.8089331984519958
詐欺攻擊,attack,竊聽攻擊,attack,0.8089014291763306
合法攻擊,attack,惡意攻擊,attack,0.8087754249572754
信用卡詐騙,attack,詐欺攻擊,attack,0.808404803276062
網路安全威脅,attack,受駭風險,attack,0.808205783367157
網路犯罪,attack,網路威脅,attack,0.8081355094909668
syn 洪水攻擊,attack,tcp syn flood 攻擊,attack,0.8079632520675659
病毒郵件,attack,電腦病毒,attack,0.8078482151031494
xss 攻擊,attack,xml外部實體攻擊,attack,0.8076165318489075
stuxnet 攻擊,attack,sql injection 攻擊,attack,0.8075743913650513
電腦安全事件,attack,攻擊事件,attack,0.8075723052024841
web 攻擊手法,attack,http 封包攻擊,attack,0.8074426651000977
惡意程式,attack,程式碼篡改,attack,0.8072555065155029
數位攻擊,attack,跨站指令碼攻擊,attack,0.8071284890174866
未授權行為,attack,非授權工作,attack,0.8071174621582031
ddos 攻擊,attack,tcp syn flood 攻擊,attack,0.806873083114624
tcp syn 洪水攻擊,attack,泛洪攻擊,attack,0.806645393371582
病毒程式,attack,勒索軟體,attack,0.8065702319145203
非法存取,attack,盜竊,attack,0.8065302968025208
未經授權的資料存取,attack,未經授權的存取,attack,0.806525707244873
竊取,attack,加密劫持,attack,0.8063939809799194
smurf attack,attack,黑洞攻擊,attack,0.8061342239379883
sql injection,attack,cmd injection,attack,0.8061275482177734
分散式阻斷服務攻擊,attack,分散式阻斷服務 (ddos),attack,0.8061266541481018
網路釣魚,attack,網路釣魚攻擊,attack,0.8055923581123352
注入 (injection) 攻擊,attack,sql injection 隱碼攻擊,attack,0.8053197860717773
入侵事件,attack,攻擊事件,attack,0.8050539493560791
詐欺攻擊,attack,應用程式攻擊,attack,0.8049835562705994
基於密碼的攻擊,attack,ddos 攻擊,attack,0.8047347068786621
api 攻擊,attack,tcp syn flood 攻擊,attack,0.8047081232070923
物聯網惡意程式,attack,惡意軟體攻擊,attack,0.8044669032096863
黑洞攻擊,attack,蟲洞攻擊,attack,0.8044075965881348
物理撞擊入侵,attack,入侵,attack,0.8043437004089355
tcp syn flood 攻擊,attack,syn洪水攻擊,attack,0.8043204545974731
帳號盜用,attack,竊取,attack,0.8039444088935852
身份盜竊,attack,資料竊取,attack,0.8037269115447998
usb attack,attack,udp 封包攻擊,attack,0.8033218383789062
tcp syn flood 攻擊,attack,tcp 封包攻擊,attack,0.8030509948730469
資通安全事件,attack,第三級資通安全事件,attack,0.8027876615524292
郵件釣魚攻擊,attack,垃圾郵件攻擊,attack,0.8027052879333496
跨網站腳本攻擊,attack,跨站請求偽造攻擊,attack,0.8026533722877502
資料竊取,attack,身份竊盜,attack,0.8021359443664551
惡意軟體攻擊,attack,跨網站腳本攻擊,attack,0.8021172285079956
dos/ddos 攻擊,attack,tcp syn flood 攻擊,attack,0.801417350769043
重複登入攻擊,attack,重送攻擊,attack,0.8012912273406982
電腦系統入侵事件,attack,攻擊事件,attack,0.8012403845787048
實體攻擊,attack,usb attack,attack,0.8009913563728333
垃圾郵件,attack,垃圾郵件攻擊,attack,0.8009707927703857
濫用網路系統,attack,網路犯罪,attack,0.8009392619132996
實體攻擊,attack,外部攻擊,attack,0.8004668354988098
資料竊取,attack,資料竄改,attack,0.8004547357559204
勒索軟體攻擊,attack,跨網站腳本攻擊,attack,0.8004289865493774
資通安全事件,attack,攻擊事件,attack,0.8004264831542969
勒索軟體攻擊,attack,http 封包攻擊,attack,0.8003560304641724
外部攻擊,attack,惡意軟體攻擊,attack,0.8003515005111694
資訊安全威脅,attack,受駭風險,attack,0.8002635836601257
惡意攻擊,attack,中間人攻擊,attack,0.8002152442932129
偽裝攻擊,attack,猜測攻擊,attack,0.8002059459686279
電腦蠕蟲,attack,電腦病毒,attack,0.8001723289489746
安全性漏洞,vulnerability,安全漏洞,vulnerability,0.9913271069526672
漏洞,vulnerability,安全漏洞,vulnerability,0.9611260890960693
不安全的反序列化,vulnerability,不安全的反序列化漏洞,vulnerability,0.950282871723175
安全性漏洞,vulnerability,漏洞,vulnerability,0.9460841417312622
程式漏洞,vulnerability,漏洞,vulnerability,0.9364126920700073
程式漏洞,vulnerability,程式語言本身的漏洞,vulnerability,0.9363030791282654
個人隱私洩漏,vulnerability,洩漏個人資訊,vulnerability,0.9355272650718689
程式漏洞,vulnerability,軟體漏洞,vulnerability,0.9337049722671509
系統漏洞,vulnerability,作業系統漏洞,vulnerability,0.9286645650863647
漏洞,vulnerability,網站漏洞,vulnerability,0.9253281950950623
程式漏洞,vulnerability,安全漏洞,vulnerability,0.9217307567596436
軟體漏洞,vulnerability,安全漏洞,vulnerability,0.9207265377044678
硬體漏洞,vulnerability,作業系統漏洞,vulnerability,0.9171806573867798
硬體漏洞,vulnerability,漏洞,vulnerability,0.9161412119865417
漏洞,vulnerability,軟體漏洞,vulnerability,0.9128828644752502
vulnerability,vulnerability,脆弱性,vulnerability,0.9117965698242188
資訊洩漏弱點,vulnerability,資訊洩露漏洞,vulnerability,0.9103278517723083
程式漏洞,vulnerability,安全性漏洞,vulnerability,0.9089576005935669
安全性漏洞,vulnerability,軟體漏洞,vulnerability,0.9079771041870117
硬體漏洞,vulnerability,安全漏洞,vulnerability,0.9049240946769714
竄改漏洞,vulnerability,漏洞,vulnerability,0.9030138850212097
脆弱性,vulnerability,脆弱點,vulnerability,0.9029936790466309
安全漏洞,vulnerability,網站漏洞,vulnerability,0.9021590948104858
系統漏洞,vulnerability,漏洞,vulnerability,0.9020218849182129
程式漏洞,vulnerability,硬體漏洞,vulnerability,0.8983184099197388
硬體漏洞,vulnerability,軟體漏洞,vulnerability,0.896528959274292
軟體漏洞,vulnerability,作業系統漏洞,vulnerability,0.8959255218505859
安全性漏洞,vulnerability,網站漏洞,vulnerability,0.8931628465652466
漏洞,vulnerability,作業系統漏洞,vulnerability,0.8917809724807739
藍牙安全漏洞,vulnerability,安全漏洞,vulnerability,0.8912144899368286
安全性漏洞,vulnerability,硬體漏洞,vulnerability,0.8889424204826355
系統漏洞,vulnerability,安全漏洞,vulnerability,0.888397753238678
作業系統漏洞,vulnerability,安全漏洞,vulnerability,0.8883744478225708
安全性漏洞,vulnerability,藍牙安全漏洞,vulnerability,0.8859120011329651
系統漏洞,vulnerability,安全性漏洞,vulnerability,0.8837615251541138
雲端漏洞,vulnerability,漏洞,vulnerability,0.8833914399147034
系統漏洞,vulnerability,軟體漏洞,vulnerability,0.8832113742828369
程式語言本身的漏洞,vulnerability,軟體漏洞,vulnerability,0.8821003437042236
安全隱患,vulnerability,安全性問題,vulnerability,0.8820670247077942
程式漏洞,vulnerability,原始碼漏洞,vulnerability,0.8816108703613281
程式漏洞,vulnerability,網站漏洞,vulnerability,0.8805828094482422
程式漏洞,vulnerability,竄改漏洞,vulnerability,0.8804457783699036
程式語言本身的漏洞,vulnerability,安全漏洞,vulnerability,0.8802696466445923
資料外洩漏洞,vulnerability,資訊洩露漏洞,vulnerability,0.8799043893814087
安全隱患,vulnerability,安全性漏洞,vulnerability,0.8796507120132446
系統漏洞,vulnerability,硬體漏洞,vulnerability,0.8772919774055481
安全性漏洞,vulnerability,作業系統漏洞,vulnerability,0.8765354752540588
程式漏洞,vulnerability,作業系統漏洞,vulnerability,0.8764313459396362
敏感資料洩漏,vulnerability,資訊洩露漏洞,vulnerability,0.8760845065116882
軟體漏洞,vulnerability,網站漏洞,vulnerability,0.8748401403427124
系統弱點,vulnerability,弱點,vulnerability,0.873733639717102
未做好輸入查驗 (input validation),vulnerability,未做好輸入查驗,vulnerability,0.8729767799377441
安全設定錯誤,vulnerability,錯誤設定,vulnerability,0.8720835447311401
錯誤設定,vulnerability,系統設定錯誤,vulnerability,0.8678296804428101
雲端漏洞,vulnerability,網站漏洞,vulnerability,0.8668592572212219
硬體漏洞,vulnerability,網站漏洞,vulnerability,0.8658003807067871
安全隱患,vulnerability,安全性弱點,vulnerability,0.8630383014678955
竄改漏洞,vulnerability,軟體漏洞,vulnerability,0.8606962561607361
敏感資料洩漏,vulnerability,洩漏個人資訊,vulnerability,0.8589105010032654
協定弱點,vulnerability,弱點,vulnerability,0.8564781546592712
系統漏洞,vulnerability,網站漏洞,vulnerability,0.856163740158081
資料外洩漏洞,vulnerability,敏感資料洩漏,vulnerability,0.8560532927513123
程式語言本身的漏洞,vulnerability,硬體漏洞,vulnerability,0.8560139536857605
金鑰保護不足,vulnerability,缺乏傳輸加密保護,vulnerability,0.8554039001464844
buffer overflows,vulnerability,integer overflow,vulnerability,0.8552428483963013
竄改漏洞,vulnerability,網站漏洞,vulnerability,0.8522974252700806
vulnerability,vulnerability,脆弱點,vulnerability,0.8504242300987244
資訊資產脆弱點,vulnerability,資訊洩漏弱點,vulnerability,0.8499372601509094
作業系統漏洞,vulnerability,網站漏洞,vulnerability,0.8499249815940857
系統漏洞,vulnerability,系統弱點,vulnerability,0.8493455648422241
程式語言本身的漏洞,vulnerability,原始碼漏洞,vulnerability,0.8487171530723572
竄改漏洞,vulnerability,硬體漏洞,vulnerability,0.8482428789138794
認證資訊洩漏,vulnerability,資訊洩露漏洞,vulnerability,0.8474235534667969
洩漏個人資訊,vulnerability,資訊洩露漏洞,vulnerability,0.8468201756477356
竄改漏洞,vulnerability,原始碼漏洞,vulnerability,0.8467148542404175
脆弱點,vulnerability,弱點,vulnerability,0.8466795086860657
資訊資產脆弱點,vulnerability,脆弱性,vulnerability,0.8466424942016602
敏感資料洩漏,vulnerability,個人隱私洩漏,vulnerability,0.8462693691253662
安全性弱點,vulnerability,安全性問題,vulnerability,0.8424900770187378
安全設定錯誤,vulnerability,系統設定錯誤,vulnerability,0.8423117399215698
偽造弱點,vulnerability,弱點,vulnerability,0.8422209024429321
安全設定錯誤,vulnerability,權限設定錯誤,vulnerability,0.8373255133628845
資訊資產脆弱點,vulnerability,脆弱點,vulnerability,0.8367394208908081
存取控制失效,vulnerability,存取控制不足,vulnerability,0.8364687561988831
竄改漏洞,vulnerability,作業系統漏洞,vulnerability,0.8340471982955933
竄改漏洞,vulnerability,資訊洩露漏洞,vulnerability,0.8336749076843262
安全性弱點,vulnerability,弱點,vulnerability,0.8332664966583252
xss 缺陷,vulnerability,xss,vulnerability,0.8310590386390686
系統漏洞,vulnerability,竄改漏洞,vulnerability,0.8304610848426819
資訊洩漏弱點,vulnerability,資料隱碼弱點,vulnerability,0.8296347856521606
敏感資料洩漏,vulnerability,認證資訊洩漏,vulnerability,0.8294151425361633
資訊洩漏弱點,vulnerability,敏感資料洩漏,vulnerability,0.82923424243927
洩漏個人資訊,vulnerability,認證資訊洩漏,vulnerability,0.8285881280899048
程式語言本身的漏洞,vulnerability,作業系統漏洞,vulnerability,0.8284264206886292
程式語言本身的漏洞,vulnerability,竄改漏洞,vulnerability,0.8270366787910461
系統漏洞,vulnerability,程式語言本身的漏洞,vulnerability,0.8268850445747375
脆弱性,vulnerability,弱點,vulnerability,0.8260207176208496
系統弱點,vulnerability,安全性弱點,vulnerability,0.8242102265357971
資訊洩漏弱點,vulnerability,洩漏個人資訊,vulnerability,0.8192748427391052
個資保護弱點,vulnerability,安全性弱點,vulnerability,0.818615734577179
不安全的網頁介面,vulnerability,不安全的網路服務,vulnerability,0.8173360824584961
缺乏基礎設施安全掌握度,vulnerability,基礎設施弱點,vulnerability,0.81693434715271
脆弱點,vulnerability,認證弱點,vulnerability,0.8165013790130615
程式語言本身的漏洞,vulnerability,不安全程式碼,vulnerability,0.8147925734519958
金鑰保護不足,vulnerability,缺乏逆向工程保護,vulnerability,0.8137748837471008
已知漏洞,vulnerability,含有已知漏洞的元件,vulnerability,0.8133247494697571
系統弱點,vulnerability,脆弱點,vulnerability,0.8125162720680237
認證弱點,vulnerability,弱點,vulnerability,0.8118569254875183
安全防護缺失,vulnerability,安全性弱點,vulnerability,0.8117548823356628
脆弱性,vulnerability,系統弱點,vulnerability,0.8112418055534363
內部網路漏洞,vulnerability,資訊洩露漏洞,vulnerability,0.8104261755943298
錯誤設定,vulnerability,權限設定錯誤,vulnerability,0.8103870153427124
資訊洩漏弱點,vulnerability,安全性弱點,vulnerability,0.810197651386261
脆弱性,vulnerability,安全性弱點,vulnerability,0.8095787167549133
弱點,vulnerability,技術性弱點,vulnerability,0.8085976243019104
存取控制失效,vulnerability,不當的存取控制,vulnerability,0.8075212240219116
系統弱點,vulnerability,認證弱點,vulnerability,0.8071808815002441
資訊洩漏弱點,vulnerability,脆弱性,vulnerability,0.8064737319946289
洗錢,vulnerability,洗錢風險,vulnerability,0.8063066601753235
vulnerability,vulnerability,資訊洩漏弱點,vulnerability,0.8061490654945374
安全隱患,vulnerability,安全防護缺失,vulnerability,0.8055139780044556
資訊洩漏弱點,vulnerability,系統弱點,vulnerability,0.8049496412277222
系統弱點,vulnerability,協定弱點,vulnerability,0.8039243817329407
內部網路漏洞,vulnerability,雲端漏洞,vulnerability,0.8037640452384949
個人隱私洩漏,vulnerability,認證資訊洩漏,vulnerability,0.8036774396896362
設備敏感度設定錯誤,vulnerability,安全設定錯誤,vulnerability,0.8035030961036682
程式碼注入,vulnerability,sql injection 漏洞,vulnerability,0.8033894896507263
不當的存取控制,vulnerability,存取控制不足,vulnerability,0.8033171892166138
vulnerability,vulnerability,安全性弱點,vulnerability,0.8028231859207153
vulnerability,vulnerability,程式語言本身的漏洞,vulnerability,0.80279940366745
脆弱性,vulnerability,認證弱點,vulnerability,0.8026049733161926
vulnerability,vulnerability,資訊資產脆弱點,vulnerability,0.8022639751434326
資料外洩漏洞,vulnerability,資訊洩漏弱點,vulnerability,0.8012804985046387
程式碼注入,vulnerability,不安全程式碼,vulnerability,0.8001501560211182
風險評估,technique,風險評鑑,technique,0.9699307680130005
多因素身分驗證,technique,多因素身份驗證,technique,0.9693941473960876
雙因素認證,technique,雙因子認證,technique,0.968593418598175
完整備份,technique,完全備份,technique,0.9684420824050903
2fa 驗證,technique,2fa 認證,technique,0.9677103757858276
基於行為的安全方法,technique,基於行為的安全,technique,0.9624472260475159
資產分類分級,technique,資產分類與分級,technique,0.9616245031356812
原碼掃描,technique,原始碼掃描,technique,0.9610637426376343
強制存取控制 (mac),technique,強制型存取控制 (mac),technique,0.9591463804244995
公開金鑰密碼演算法,technique,公開金鑰加密演算法,technique,0.9571178555488586
多因子認證,technique,多因素驗證,technique,0.9461767673492432
風險識別,technique,風險辨識,technique,0.9410573840141296
程式原碼檢測,technique,程式碼檢測,technique,0.9399383664131165
軟體系統更新,technique,軟體更新,technique,0.9363259077072144
技術型存取控制,technique,存取控制技術,technique,0.9345768690109253
源碼檢測,technique,源碼掃描,technique,0.9270798563957214
驗收測試,technique,測試,technique,0.9264721870422363
程式原碼檢測,technique,原始碼檢測,technique,0.9236440062522888
身分認證技術,technique,認證技術,technique,0.9223975539207458
程式碼簽署 (code signing),technique,code signing,technique,0.9211698770523071
資料庫安全稽核,technique,資料庫稽核,technique,0.9194021821022034
google hacking,technique,google 駭客 (google-hacking),technique,0.9185529947280884
plan,technique,計畫,technique,0.9183959364891052
公開金鑰簽章演算法,technique,公開金鑰密碼演算法,technique,0.9183018207550049
程式碼掃描,technique,原碼掃描,technique,0.9177334308624268
源碼掃描,technique,原始碼掃描,technique,0.9170211553573608
源碼掃描,technique,原碼掃描,technique,0.915122389793396
數位簽章驗證程序,technique,數位簽章驗證,technique,0.9145221710205078
資訊資產分類,technique,資訊資產分級,technique,0.9132993817329407
公開金鑰簽章演算法,technique,公開金鑰加密演算法,technique,0.9127272367477417
黑箱測試/白箱測試,technique,黑箱測試,technique,0.9123767614364624
回應,technique,事件回應,technique,0.9116625785827637
程式原碼檢測,technique,原碼掃描,technique,0.9099960327148438
check,technique,檢查,technique,0.9099317789077759
資訊資產分級,technique,資產分類分級,technique,0.9097766876220703
原始碼檢測,technique,原始碼掃描,technique,0.9095107316970825
基於行為的偵測和分析,technique,基於行為的偵測,technique,0.9083948731422424
終端輸入驗證與過濾,technique,端點輸入驗證與過濾,technique,0.9076724052429199
鑑識調查,technique,調查,technique,0.9068570733070374
黑箱測試/白箱測試,technique,白箱測試,technique,0.9056904911994934
單元測試,technique,單元測試 (unit test),technique,0.9024340510368347
原始碼檢測,technique,原碼掃描,technique,0.9011274576187134
程式碼掃描,technique,程式碼檢測,technique,0.9000216722488403
功能測試,technique,測試,technique,0.8975124359130859
源碼檢測,technique,原始碼檢測,technique,0.8954747915267944
入侵偵測,technique,入侵偵測技術,technique,0.8944442272186279
check,technique,檢查 (check),technique,0.8939282894134521
憑證查核,technique,驗證,technique,0.8939123153686523
回復型存取控制,technique,回復型控制,technique,0.8935512900352478
功能測試,technique,功能測試 (function test),technique,0.8927790522575378
資訊資產分類,technique,資產分類與分級,technique,0.8908156752586365
弱點掃描,technique,弱點評估,technique,0.8899376392364502
風險評鑑,technique,資訊安全風險評鑑,technique,0.8882941007614136
測試,technique,操作測試,technique,0.8882769346237183
風險避免,technique,風險降低,technique,0.8874354362487793
因子認證,technique,雙因子認證,technique,0.8866374492645264
去識別化,technique,去識別化處理,technique,0.886247456073761
模擬測試,technique,測試,technique,0.8856289386749268
程式碼掃描,technique,原始碼掃描,technique,0.8850404024124146
弱點分析,technique,弱點評估,technique,0.8845210075378418
偵查型存取控制,technique,實體型存取控制,technique,0.8825549483299255
日誌分析,technique,資安日誌分析,technique,0.8825042247772217
程式原碼檢測,technique,程式碼掃描,technique,0.8819867372512817
ipsec安全性連線,technique,tls/ssl安全性連線,technique,0.8817702531814575
預防型存取控制,technique,偵查型存取控制,technique,0.8816623687744141
密碼技術,technique,加解密技術,technique,0.8798873424530029
問卷調查,technique,調查,technique,0.878464937210083
plan,technique,計畫 (plan),technique,0.8773860335350037
風險評估,technique,變更風險評估,technique,0.8768606185913086
測試階段,technique,測試,technique,0.8764916062355042
驗收測試,technique,軟體測試,technique,0.8760479688644409
行動,technique,行動 (action),technique,0.8755448460578918
網路弱點掃描,technique,弱點掃描,technique,0.8747158646583557
原始碼分析,technique,原始碼檢測,technique,0.8740078210830688
資訊資產分級,technique,資產分類與分級,technique,0.8737617135047913
備份技術,technique,技術,technique,0.8734951019287109
風險評鑑,technique,風險再評鑑,technique,0.8734039664268494
風險評估,technique,風險識別,technique,0.873100757598877
縱深防禦,technique,縱深防禦 (defense in depth),technique,0.8722946047782898
資訊資產分類,technique,資產分類分級,technique,0.8718978762626648
漏洞掃描,technique,網路弱點掃描,technique,0.8711416721343994
資訊資產盤點,technique,資產盤點,technique,0.8706498146057129
資料分析,technique,資料分析技術,technique,0.8697856664657593
預防型存取控制,technique,回復型存取控制,technique,0.8694921135902405
風險評估,technique,風險辨識,technique,0.8692559599876404
風險評鑑,technique,風險識別,technique,0.8691204786300659
多因素驗證,technique,多因素身份驗證,technique,0.8690531253814697
回復型存取控制,technique,管理型存取控制,technique,0.8680489659309387
回復型存取控制,technique,任意型存取控制,technique,0.8676830530166626
弱點分析,technique,弱點掃描,technique,0.8675524592399597
軟體測試,technique,測試,technique,0.8674179315567017
測試,technique,演算法測試,technique,0.8667592406272888
風險評估,technique,風險再評鑑,technique,0.8663245439529419
稽核,technique,稽核活動,technique,0.8660758137702942
偵查型存取控制,technique,回復型存取控制,technique,0.8657098412513733
測試階段,technique,驗收測試,technique,0.8652920722961426
資料探勘技術,technique,資料分析技術,technique,0.8651466369628906
原始碼分析,technique,程式原碼檢測,technique,0.8647229671478271
弱點掃描,technique,應用程式弱點掃描,technique,0.8646883368492126
因子認證,technique,多因子認證,technique,0.8644818067550659
資料備援,technique,資料備援與回復作業,technique,0.8640221357345581
安全測試,technique,漏洞測試,technique,0.863762378692627
回復型存取控制,technique,存取控制方法,technique,0.8632593154907227
加密認證,technique,驗證,technique,0.8629021644592285
測試,technique,滲透測試,technique,0.8629003763198853
原始碼檢測,technique,程式碼檢測,technique,0.8627349138259888
風險評鑑,technique,詳細風險評鑑,technique,0.8625103831291199
驗收測試,technique,功能測試,technique,0.8621371984481812
pdca循環,technique,pdca,technique,0.8602429628372192
攻擊技術,technique,攻擊,technique,0.8599185943603516
